"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"4605","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES AND FEES","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","0","0","10307","Collected Revenue"
"4606","Department of Small Business Services","State Grants-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2011","2014","0","0","10000","Collected Unearned Revenue Roll"
"4607","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES AND FEES","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","0","0","9939","Collected Revenue"
"4608","Department of Small Business Services","CHARGES FOR SERVICES","ADMINISTRATIVE SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","9855","9855","9855","Collected Revenue"
"4609","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","69741","9807.39","Collected Revenue"
"4610","Department of Small Business Services","Federal Grants-Categorical","FEMA Sandy B Emergency Protective Measures","General Fund","FEDERAL - OTHER","DEPARTMENT of  HOMELAND SECURITY","2014","2014","0","6324752","9732.82","Billed Revenue"
"4611","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","9719.01","Collected Revenue"
"4612","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","9719.01","Collected Revenue"
"4613","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","9719.01","Billed Revenue"
"4614","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","9719.01","Billed Revenue"
"4615","Department of Small Business Services","Federal Grants-Categorical","FEDERAL TRANSIT-CAPITAL INVESTMENT","General Fund","FEDERAL - OTHER","TRANSPORTATION","2013","2014","0","0","9666","Collected Revenue"
"4616","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","69741","9630.36","Collected Revenue"
"4617","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","9460","Collected Revenue"
"4618","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","9359.91","Collected Revenue"
"4619","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","9359.91","Collected Revenue"
"4620","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","9359.91","Billed Revenue"
"4621","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","9359.91","Billed Revenue"
"4622","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2012","2014","1293450","1684307","9261.05","Collected Revenue"
"4623","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2012","2014","124027","341956","9261.05","Collected Revenue"
"4624","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","8893.98","Collected Revenue"
"4625","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","8893.98","Billed Revenue"
"4626","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8881.63","Collected Revenue"
"4627","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8881.63","Collected Revenue"
"4628","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8881.63","Billed Revenue"
"4629","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8881.63","Billed Revenue"
"4630","Department of Small Business Services","Federal Grants-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2014","2014","0","1211028","8730","Collected Revenue"
"4631","Department of Small Business Services","Federal Grants-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2014","2014","0","1211028","8730","Billed Revenue"
"4632","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2013","2014","1007111","384017","8700.29","Collected Revenue"
"4633","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8677.9","Collected Revenue"
"4634","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8677.9","Collected Revenue"
"4635","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8677.9","Billed Revenue"
"4636","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8677.9","Billed Revenue"
"4637","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8590.24","Collected Revenue"
"4638","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8590.24","Billed Revenue"
"4639","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8590.23","Collected Revenue"
"4640","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8590.23","Billed Revenue"
"4641","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8509.3","Collected Revenue"
"4642","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8509.3","Collected Revenue"
"4643","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8509.3","Billed Revenue"
"4644","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8509.3","Billed Revenue"
"4645","Department of Small Business Services","State Grants-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2014","2014","0","0","8440","Collected Unearned Revenue Roll"
"4646","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","69741","8356.69","Collected Revenue"
"4647","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8175.28","Billed Revenue"
"4648","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","8175.28","Billed Revenue"
"4649","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","2395780","2395780","8049.07","Collected Revenue"
"4650","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2012","2014","1310141","1826028","7856.07","Collected Revenue"
"4651","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2013","2014","164115","164115","7507.74","Collected Revenue"
"4652","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2013","2014","164115","164115","7507.74","Collected Revenue"
"4653","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","7347.93","Collected Revenue"
"4654","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","7347.93","Billed Revenue"
"4655","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","0","40727","7326.49","Collected Revenue"
"4656","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","0","40727","7326.49","Billed Revenue"
"4657","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","7262.98","Collected Revenue"
"4658","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","7262.98","Billed Revenue"
"4659","Department of Small Business Services","Federal Grants-Categorical","FEMA Sandy A Debris Removal","General Fund","FEDERAL - OTHER","DEPARTMENT of  HOMELAND SECURITY","2013","2014","0","6952","6951.66","Collected Revenue"
"4660","Department of Small Business Services","Federal Grants-Categorical","FEMA Sandy B Emergency Protective Measures","General Fund","FEDERAL - OTHER","DEPARTMENT of  HOMELAND SECURITY","2014","2014","0","6324752","6753.82","Billed Revenue"
"4661","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2013","2014","124027","166105","6596.18","Collected Revenue"
"4662","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","0","40727","6504.88","Collected Revenue"
"4663","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","0","40727","6504.88","Billed Revenue"
"4664","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","69741","6455.99","Collected Revenue"
"4665","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","81785","6438.15","Collected Revenue"
"4666","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","81785","6438.14","Collected Revenue"
"4667","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","69741","6438.12","Collected Revenue"
"4668","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","69741","6438.01","Collected Revenue"
"4669","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","69741","6434.46","Collected Revenue"
"4670","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2013","2014","92861","552592","6329.68","Collected Revenue"
"4671","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","6319.75","Collected Revenue"
"4672","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","6319.75","Billed Revenue"
"4673","Department of Small Business Services","Federal Grants-Categorical","COMMUNITY DEVELOPMENT BLOCK GRANT","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2014","2014","0","0","6254.36","Billed Revenue"
"4674","Department of Small Business Services","Federal Grants-Categorical","COMMUNITY DEVELOPMENT BLOCK GRANT","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2013","2014","0","0","6249.72","Collected Revenue"
"4675","Department of Small Business Services","State Grants-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2014","2014","0","0","6249.72","Collected Unearned Revenue Roll"
"4676","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","6102.57","Collected Revenue"
"4677","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","6102.57","Collected Revenue"
"4678","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","6102.57","Billed Revenue"
"4679","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","6102.57","Billed Revenue"
"4680","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","69741","6076.57","Collected Revenue"
"4681","Department of Small Business Services","Federal Grants-Categorical","PROCUREMENT TECHNICAL ASSISTANCE","General Fund","FEDERAL - OTHER","DEFENSE","2014","2014","0","0","5948.86","Collected Revenue"
"4682","Department of Small Business Services","Federal Grants-Categorical","PROCUREMENT TECHNICAL ASSISTANCE","General Fund","FEDERAL - OTHER","DEFENSE","2014","2014","0","0","5948.86","Billed Revenue"
"4683","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2012","2014","124027","341956","5942.5","Collected Revenue"
"4684","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2012","2014","1293450","1684307","5942.5","Collected Revenue"
"4685","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","5713.54","Collected Revenue"
"4686","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","5713.54","Collected Revenue"
"4687","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","5713.54","Billed Revenue"
"4688","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","5713.54","Billed Revenue"
"4689","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","5580.82","Collected Revenue"
"4690","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","5580.82","Billed Revenue"
"4691","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","81785","5498.87","Collected Revenue"
"4692","Department of Small Business Services","Non-Governmental Grants","HUDSON YARDS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2013","2014","0","1862","5448.53","Collected Revenue"
"4693","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","5379.66","Collected Revenue"
"4694","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","5379.66","Billed Revenue"
"4695","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","5291.2","Collected Revenue"
"4696","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","5291.2","Billed Revenue"
"4697","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","5280","Collected Revenue"
"4698","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","109725","5225","Collected Revenue"
"4699","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","5134.54","Billed Revenue"
"4700","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2014","2014","39279","39279","5134.54","Billed Revenue"
"4701","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2012","2014","124027","341956","5103.59","Collected Revenue"
"4702","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2012","2014","1293450","1684307","5103.59","Collected Revenue"
"4703","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","5059.34","Collected Revenue"
"4704","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","5059.34","Billed Revenue"
"4705","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","0","40727","5032.12","Collected Revenue"
"4706","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","0","40727","5032.12","Billed Revenue"
"4707","Department of Small Business Services","CHARGES FOR SERVICES","ADMINISTRATIVE SERV TO PUBLIC","General Fund","CITY FUNDS","GENERAL GOVERNMENTAL CHARGES","2014","2014","50000","50000","5000","Collected Revenue"
"4708","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","4544.44","Collected Revenue"
"4709","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","4544.44","Billed Revenue"
"4710","Department of Small Business Services","Federal Grants-Categorical","BROWNFIELD ASSESSMENT & CLEANUP COOP PGM","General Fund","FEDERAL - OTHER","ENVIRONMENTAL PROTECTION","2013","2014","0","189500","4500","Collected Revenue"
"4711","Department of Small Business Services","Federal Grants-Categorical","BROWNFIELD ASSESSMENT & CLEANUP COOP PGM","General Fund","FEDERAL - OTHER","ENVIRONMENTAL PROTECTION","2012","2014","0","176000","4500","Collected Revenue"
"4712","Department of Small Business Services","State Grants-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2014","2014","0","0","4228","Collected Unearned Revenue Roll"
"4713","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","4210.93","Collected Revenue"
"4714","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","4210.93","Billed Revenue"
"4715","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","4130.3","Collected Revenue"
"4716","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","4130.3","Billed Revenue"
"4717","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","69741","3772.25","Collected Revenue"
"4718","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","0","40727","3705.28","Collected Revenue"
"4719","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","0","40727","3705.28","Billed Revenue"
"4720","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","0","40727","3660.69","Collected Revenue"
"4721","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","0","40727","3660.69","Billed Revenue"
"4722","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","3577.36","Collected Revenue"
"4723","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","3577.36","Billed Revenue"
"4724","Department of Small Business Services","Federal Grants-Categorical","Electricity Delivery and Energy Reliability, Research","General Fund","FEDERAL - OTHER","ENERGY","2014","2014","0","867259","3569.62","Collected Revenue"
"4725","Department of Small Business Services","Federal Grants-Categorical","Electricity Delivery and Energy Reliability, Research","General Fund","FEDERAL - OTHER","ENERGY","2014","2014","0","867259","3569.62","Billed Revenue"
"4726","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","3520","Collected Revenue"
"4727","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","3520","Collected Revenue"
"4728","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2013","2014","2866101","3029464","3360.95","Collected Revenue"
"4729","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","3329.09","Collected Revenue"
"4730","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","3329.09","Billed Revenue"
"4731","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2012","2014","944446","1346725","3283.41","Collected Revenue"
"4732","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","3256.05","Billed Revenue"
"4733","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","3245.96","Collected Revenue"
"4734","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","66153","66153","3245.96","Billed Revenue"
"4735","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","0","40727","3173.11","Collected Revenue"
"4736","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","0","40727","3173.11","Billed Revenue"
"4737","Department of Small Business Services","Non-Governmental Grants","HUDSON YARDS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2013","2014","0","1862","3119.18","Collected Revenue"
"4738","Department of Small Business Services","Federal Grants-Categorical","FEMA Sandy G Parks, Recreational Facilities, and Other Items","General Fund","FEDERAL - OTHER","DEPARTMENT of  HOMELAND SECURITY","2013","2014","0","56042","3113.45","Accounts Left In Old Year"
"4739","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2014","2014","100000","100000","3080","Collected Revenue"
"4740","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","3036.49","Collected Revenue"
"4741","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","3036.49","Billed Revenue"
"4742","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2013","2014","92861","552592","3005.55","Collected Revenue"
"4743","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","2922.79","Collected Revenue"
"4744","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2014","2014","97789","97789","2922.79","Billed Revenue"
