"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"2963","Department for the Aging","Federal Grants-Categorical","LOW-INCOME HOME ENERGY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","1566437","162465","-272347.88","Collected Unearned Revenue Roll"
"2964","Department for the Aging","Federal Grants-Categorical","LOW-INCOME HOME ENERGY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-275123.96","Collected Unearned Revenue Roll"
"2965","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2012","2013","","","-276948.67","Billed Revenue"
"2966","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2012","2013","","","-276948.67","Unbilled Revenue"
"2967","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-287977.91","Collected Unearned Revenue Roll"
"2968","Department for the Aging","Federal Grants-Categorical","LOW-INCOME HOME ENERGY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","-287977.91","Billed Revenue"
"2969","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-314302.95","Billed Revenue"
"2970","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2013","2013","10509763","10758592","-331670.54","Billed Revenue"
"2971","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2012","2013","","","-338690.67","Billed Revenue"
"2972","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-340821.55","Collected Unearned Revenue Roll"
"2973","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2013","2013","","","-362565","Billed Revenue"
"2974","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2013","2013","","","-362565","Collected Unearned Revenue Roll"
"2975","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2013","2013","","","-363068.82","Billed Revenue"
"2976","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","-392558.56","Billed Revenue"
"2977","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-392558.56","Collected Unearned Revenue Roll"
"2978","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2013","2013","","","-402796","Billed Revenue"
"2979","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2013","2013","","","-402796","Collected Unearned Revenue Roll"
"2980","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2013","2013","","","-407013.24","Collected Unearned Revenue Roll"
"2981","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2012","2013","","","-407013.24","Billed Revenue"
"2982","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","25262085","25262085","-413018","Billed Revenue"
"2983","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2013","2013","","","-416836.4","Collected Unearned Revenue Roll"
"2984","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2013","2013","","","-416836.4","Billed Revenue"
"2985","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2013","2013","","","-446423","Billed Revenue"
"2986","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2013","2013","","","-446423","Collected Unearned Revenue Roll"
"2987","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2012","2013","","","-491742","Billed Revenue"
"2988","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2012","2013","","","-491742","Billed Revenue"
"2989","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2013","2013","","","-491742","Collected Unearned Revenue Roll"
"2990","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2013","2013","","","-491742","Collected Unearned Revenue Roll"
"2991","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2012","2013","","","-491742","Collected Revenue"
"2992","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2013","2013","4083602","3674675","-498648.62","Billed Revenue"
"2993","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2013","","","-571174.69","Billed Revenue"
"2994","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","-592623.22","Billed Revenue"
"2995","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","-592623.22","Unbilled Revenue"
"2996","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2013","2013","","","-615403.21","Billed Revenue"
"2997","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-663446.85","Billed Revenue"
"2998","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2012","2013","","","-716011.99","Billed Revenue"
"2999","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2013","2013","","","-716011.99","Collected Unearned Revenue Roll"
"3000","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-847221.66","Billed Revenue"
"3001","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-850237.71","Billed Revenue"
"3002","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","-851050.93","Billed Revenue"
"3003","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","-851050.93","Unbilled Revenue"
"3004","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-907737.44","Billed Revenue"
"3005","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-907737.44","Collected Unearned Revenue Roll"
"3006","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-930168.97","Collected Unearned Revenue Roll"
"3007","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","-930168.97","Billed Revenue"
"3008","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","-1483615.99","Billed Revenue"
"3009","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-1483615.99","Collected Unearned Revenue Roll"
"3010","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","19094888","26859914","-1494618.79","Billed Revenue"
"3011","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-1807554.41","Billed Revenue"
"3012","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","8414440","8414440","-1859100","Billed Revenue"
"3013","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2013","2013","6919608","7229942","-1981473.38","Billed Revenue"
"3014","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","10270814","11445255","-2021230.93","Billed Revenue"
"3015","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2013","","","-2036681.31","Billed Revenue"
"3016","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-2110900.22","Billed Revenue"
"3017","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-2210531.55","Billed Revenue"
"3018","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-2238980.92","Billed Revenue"
"3019","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-2269220.58","Billed Revenue"
"3020","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-2448229.58","Collected Unearned Revenue Roll"
"3021","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-2544362.77","Billed Revenue"
"3022","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-2550966.9","Billed Revenue"
"3023","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-2550966.9","Collected Unearned Revenue Roll"
"3024","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2012","2013","","","-2584806.91","Billed Revenue"
"3025","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","-2763634.76","Billed Revenue"
"3026","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2013","2013","18356704","18356704","-3763513.43","Billed Revenue"
"3027","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-3821850.67","Billed Revenue"
"3028","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2013","2013","","","-4277135","Billed Revenue"
"3029","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-4573421.78","Collected Unearned Revenue Roll"
"3030","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2013","","","-4573421.78","Billed Revenue"
"3031","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2013","2013","","","-4656647.17","Billed Revenue"
"3032","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2013","","","-4697531","Collected Unearned Revenue Roll"
"3033","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2013","","","-4697531","Billed Revenue"
"3034","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2013","2013","","","-4857350.9","Collected Unearned Revenue Roll"
"3035","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2013","2013","","","-6048019.68","Billed Revenue"
"3036","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2013","2013","","","-6149786.46","Collected Unearned Revenue Roll"
"3037","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2013","2013","","","-6168315.88","Billed Revenue"
"3038","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2013","2013","","","-7884222.39","Billed Revenue"
"3039","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2013","2013","","","-8161171.06","Collected Unearned Revenue Roll"
"3040","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","21971011","21971011","15174669","Collected Unearned Revenue Roll"
"3041","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","21971011","25262085","8902106.8","Billed Revenue"
"3042","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2014","25262085","22404260","8148146.4","Collected Revenue"
"3043","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","21971011","21971011","7097095.02","Billed Revenue"
"3044","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2014","18356704","18356704","7027372.39","Collected Revenue"
"3045","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2014","18356704","18356704","7027372.39","Collected Unearned Revenue Roll"
"3046","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2014","18356704","18356704","7027372.39","Billed Revenue"
"3047","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2014","25262085","22404260","6585058.52","Collected Revenue"
"3048","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2014","18356704","18356704","6261997.59","Collected Revenue"
"3049","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2014","18356704","18356704","6261997.59","Billed Revenue"
"3050","Department for the Aging","Federal Grants-Categorical","OPERATION RESTORE TRUST GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","0","220771","5325581.4","Collected Unearned Revenue Roll"
"3051","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","19094888","26951337","5320919.92","Collected Revenue"
"3052","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2014","2014","6919608","6919608","5161090.7","Collected Revenue"
"3053","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2014","2014","6919608","6919608","5161090.7","Billed Revenue"
"3054","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","17815049","17815049","4994782.53","Collected Revenue"
"3055","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","17815049","17815049","4994782.53","Billed Revenue"
"3056","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2014","2014","10509763","10454101","4967358.94","Collected Revenue"
"3057","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2014","2014","10509763","10454101","4967358.94","Billed Revenue"
"3058","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2014","18356704","18356704","4211763.73","Collected Unearned Revenue Roll"
"3059","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","19094888","25696547","4010450.2","Collected Revenue"
"3060","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","19094888","25696547","4010450.2","Billed Revenue"
"3061","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2014","18356704","18356704","3934815.06","Collected Revenue"
"3062","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2014","18356704","18356704","3934815.06","Billed Revenue"
"3063","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","21971011","25262085","3902902.86","Billed Revenue"
"3064","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","17815049","17815049","3786719.2","Billed Revenue"
"3065","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","25262085","25262085","3658925","Collected Revenue"
"3066","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","21971011","25262085","3658925","Collected Unearned Revenue Roll"
"3067","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","10288231","10288231","3492862.44","Billed Revenue"
"3068","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","10288231","10288231","3451655.98","Collected Revenue"
"3069","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","10288231","10288231","3451655.98","Billed Revenue"
"3070","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","10270814","13690857","3385415.7","Collected Revenue"
"3071","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","21971011","25262085","3344334.43","Billed Revenue"
"3072","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2014","18356704","18356704","3177971.2","Billed Revenue"
"3073","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2014","18356704","18356704","3177971.2","Collected Revenue"
"3074","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2014","2014","10509763","10454101","3076204.42","Collected Revenue"
"3075","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2014","2014","10509763","10454101","3076204.42","Billed Revenue"
"3076","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","17815049","19971232","2708882.59","Billed Revenue"
"3077","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2014","25262085","22404260","2549982","Collected Revenue"
"3078","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","21971011","21971011","2549982","Collected Unearned Revenue Roll"
"3079","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2014","2014","10509763","10454101","2514022.31","Collected Revenue"
"3080","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2014","2014","10509763","10454101","2514022.31","Billed Revenue"
"3081","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6783061","6783061","2253274.18","Collected Unearned Revenue Roll"
"3082","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","19094888","26951337","2251937.98","Collected Revenue"
"3083","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6783061","9376786","2195446.54","Billed Revenue"
"3084","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6783061","8336515","2159182.25","Collected Revenue"
"3085","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6783061","6783061","2159182.25","Billed Revenue"
"3086","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","8414440","8414440","2106652.4","Collected Revenue"
"3087","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","10270814","12316317","2086191.41","Collected Revenue"
"3088","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2014","2014","331628","331628","2086191.41","Collected Unearned Revenue Roll"
"3089","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","10270814","12316317","2086191.41","Billed Revenue"
"3090","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","10288231","10288231","2081190.55","Collected Revenue"
"3091","Department for the Aging","Federal Grants-Categorical","OPERATION RESTORE TRUST GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","0","220771","2081190.55","Collected Unearned Revenue Roll"
"3092","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","10288231","10288231","2081190.55","Billed Revenue"
"3093","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","17815049","19971232","1968725.66","Billed Revenue"
"3094","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","17815049","17815049","1857570.09","Billed Revenue"
"3095","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","19094888","25696547","1830026.56","Collected Revenue"
"3096","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","19094888","25696547","1830026.56","Billed Revenue"
"3097","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","10288231","11773637","1751209.37","Billed Revenue"
"3098","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","17815049","17815049","1701756.07","Collected Revenue"
"3099","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6783061","6783061","1701049.02","Collected Unearned Revenue Roll"
"3100","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6783061","6783061","1677633.57","Collected Revenue"
"3101","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6783061","6783061","1677633.57","Billed Revenue"
"3102","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2014","2014","6919608","6919608","1600483.83","Collected Unearned Revenue Roll"
"3103","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2014","25262085","22404260","1585551","Accounts Left In Old Year"
"3104","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","17815049","17815049","1577049.33","Billed Revenue"
"3105","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2014","2014","6919608","6919608","1563791.03","Collected Revenue"
"3106","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2014","2014","6919608","6919608","1563791.03","Billed Revenue"
"3107","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6783061","6783061","1414791.18","Collected Revenue"
"3108","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6783061","6783061","1414791.18","Billed Revenue"
"3109","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","17815049","17815049","1371888.77","Collected Revenue"
