"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"1588","Administration for Children's Services","Federal Grants and Contracts-Categorical","ADOPTION ASSISTANCE -  ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","1291074","1291074","18960","Collected Revenue"
"1589","Administration for Children's Services","Federal Grants and Contracts-Categorical","SCHOOL LUNCH-PRISONS","General Fund","FEDERAL - OTHER","AGRICULTURE","2023","2023","348960","348960","18885","Collected Revenue"
"1590","Administration for Children's Services","Federal Grants and Contracts-Categorical","SCHOOL LUNCH-PRISONS","General Fund","FEDERAL - OTHER","AGRICULTURE","2023","2023","348960","348960","18885","Collected Unearned Revenue Roll"
"1591","Administration for Children's Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2023","2023","0","0","18885","Collected Unearned Revenue Roll"
"1592","Administration for Children's Services","MISCELLANEOUS","DAYCARE & SENIOR CENTERS","General Fund","CITY FUNDS","MISCELLANEOUS","2023","2023","3419000","3419000","18809.2","Collected Revenue"
"1593","Administration for Children's Services","State Grants and Contracts-Categorical","DAY CARE SERVICES","General Fund","STATE","SOCIAL SERVICES","2023","2023","0","2679120","18791","Collected Revenue"
"1594","Administration for Children's Services","State Grants and Contracts-Categorical","DAY CARE SERVICES","General Fund","STATE","SOCIAL SERVICES","2023","2023","0","0","18791","Billed Revenue"
"1595","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","0","16572957","18659","Collected Revenue"
"1596","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","16572957","18659","Billed Revenue"
"1597","Administration for Children's Services","State Grants and Contracts-Categorical","STATE DOSS FRINGE BENEFITS","General Fund","STATE","SOCIAL SERVICES","2023","2023","87997285","109250285","18644","Collected Revenue"
"1598","Administration for Children's Services","Federal Grants and Contracts-Categorical","TANF - FRINGE BENEFITS","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","35236202","35236202","18568","Collected Revenue"
"1599","Administration for Children's Services","Federal Grants and Contracts-Categorical","TANF - FRINGE BENEFITS","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","35236202","35236202","18506","Collected Revenue"
"1600","Administration for Children's Services","State Grants and Contracts-Categorical","DAY CARE SERVICES","General Fund","STATE","SOCIAL SERVICES","2023","2023","0","0","18457","Collected Unearned Revenue Roll"
"1601","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","0","18450","Collected Revenue"
"1602","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","0","18450","Billed Revenue"
"1603","Administration for Children's Services","Federal Grants and Contracts-Categorical","TANF - FRINGE BENEFITS","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","35236202","35236202","18445","Collected Revenue"
"1604","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","63063856","59530743","18410","Collected Revenue"
"1605","Administration for Children's Services","Federal Grants and Contracts-Categorical","FOSTER CARE TITLE IV-E","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","16048063","16579379","18338","Billed Revenue"
"1606","Administration for Children's Services","Federal Grants and Contracts-Categorical","ADOPTION ASSISTANCE -  ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","1291074","1291074","18307","Unbilled Revenue"
"1607","Administration for Children's Services","Federal Grants and Contracts-Categorical","SCHOOL BREAKFAST PROGRAM-PRISONS","General Fund","FEDERAL - OTHER","AGRICULTURE","2023","2023","0","0","18303","Billed Revenue"
"1608","Administration for Children's Services","Federal Grants and Contracts-Categorical","SCHOOL BREAKFAST PROGRAM-PRISONS","General Fund","FEDERAL - OTHER","AGRICULTURE","2023","2023","0","0","18140","Collected Revenue"
"1609","Administration for Children's Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2023","2023","0","0","18140","Collected Unearned Revenue Roll"
"1610","Administration for Children's Services","Federal Grants and Contracts-Categorical","SCHOOL BREAKFAST PROGRAM-PRISONS","General Fund","FEDERAL - OTHER","AGRICULTURE","2023","2023","0","0","18140","Billed Revenue"
"1611","Administration for Children's Services","Federal Grants and Contracts-Categorical","TANF-EAF SET ASIDE FOR CHILD WELFARE","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","84256731","84256731","17951","Collected Revenue"
"1612","Administration for Children's Services","State Grants and Contracts-Categorical","MEDICAL ASSISTANCE ADMINISTRAT","General Fund","STATE","SOCIAL SERVICES","2023","2024","4349271","4349271","17881","Billed Revenue"
"1613","Administration for Children's Services","Federal Grants and Contracts-Categorical","HOLDING ACCT UNALLOC FED RECPT","General Fund","FEDERAL - OTHER","HOLDING ACCT-UNDISTRIBUTD CASH","2023","2023","0","0","17854.94","Collected Unearned Revenue Roll"
"1614","Administration for Children's Services","State Grants and Contracts-Categorical","STATE PREVENTIVE SERVICES","General Fund","STATE","SOCIAL SERVICES","2023","2023","454852729","457110303","17789","Collected Unearned Revenue Roll"
"1615","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","63063856","59530743","17733","Billed Revenue"
"1616","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","361067169","390105544","17697","Collected Revenue"
"1617","Administration for Children's Services","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","5176930","5176930","17685","Collected Revenue"
"1618","Administration for Children's Services","State Grants and Contracts-Categorical","STATE PREVENTIVE SERVICES","General Fund","STATE","SOCIAL SERVICES","2023","2023","454852729","670055463","17502","Billed Revenue"
"1619","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","63063856","59530743","17370","Billed Revenue"
"1620","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","125000000","125000000","17350","Billed Revenue"
"1621","Administration for Children's Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2023","2023","0","0","17243","Collected Unearned Revenue Roll"
"1622","Administration for Children's Services","State Grants and Contracts-Categorical","STATE PREVENTIVE SERVICES","General Fund","STATE","SOCIAL SERVICES","2023","2023","454852729","670055463","16907","Billed Revenue"
"1623","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","0","16572957","16878","Collected Revenue"
"1624","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","16572957","16878","Billed Revenue"
"1625","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","361067169","422611472","16828","Collected Revenue"
"1626","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","361067169","422611472","16828","Billed Revenue"
"1627","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","0","16572957","16754","Collected Revenue"
"1628","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","16572957","16754","Billed Revenue"
"1629","Administration for Children's Services","State Grants and Contracts-Categorical","STATE PREVENTIVE SERVICES","General Fund","STATE","SOCIAL SERVICES","2023","2023","454852729","459610303","16736","Collected Revenue"
"1630","Administration for Children's Services","State Grants and Contracts-Categorical","STATE PREVENTIVE SERVICES","General Fund","STATE","SOCIAL SERVICES","2023","2023","454852729","454852729","16736","Billed Revenue"
"1631","Administration for Children's Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2023","2023","0","0","16703","Collected Unearned Revenue Roll"
"1632","Administration for Children's Services","Federal Grants and Contracts-Categorical","SCHOOL BREAKFAST PROGRAM-PRISONS","General Fund","FEDERAL - OTHER","AGRICULTURE","2023","2023","0","0","16685","Collected Unearned Revenue Roll"
"1633","Administration for Children's Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2023","2023","0","0","16685","Collected Unearned Revenue Roll"
"1634","Administration for Children's Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2023","2023","0","0","16661","Collected Unearned Revenue Roll"
"1635","Administration for Children's Services","MISCELLANEOUS","DAYCARE & SENIOR CENTERS","General Fund","CITY FUNDS","MISCELLANEOUS","2023","2023","3419000","3419000","16562","Collected Revenue"
"1636","Administration for Children's Services","Federal Grants and Contracts-Categorical","FOSTER CARE TITLE IV-E","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","16048063","16048063","16264.71","Collected Revenue"
"1637","Administration for Children's Services","Federal Grants and Contracts-Categorical","HOLDING ACCT UNALLOC FED RECPT","General Fund","FEDERAL - OTHER","HOLDING ACCT-UNDISTRIBUTD CASH","2023","2023","0","0","16264.71","Collected Unearned Revenue Roll"
"1638","Administration for Children's Services","State Grants and Contracts-Categorical","STATE PREVENTIVE SERVICES","General Fund","STATE","SOCIAL SERVICES","2023","2023","12904369","10404369","16164","Collected Revenue"
"1639","Administration for Children's Services","State Grants and Contracts-Categorical","STATE PREVENTIVE SERVICES","General Fund","STATE","SOCIAL SERVICES","2023","2023","12904369","10404369","16164","Billed Revenue"
"1640","Administration for Children's Services","Federal Grants and Contracts-Categorical","Guardianship Assistance","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","2920187","2920187","16000","Collected Revenue"
"1641","Administration for Children's Services","Federal Grants and Contracts-Categorical","Guardianship Assistance","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","2920187","2920187","16000","Billed Revenue"
"1642","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","0","16572957","15654","Collected Revenue"
"1643","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","16572957","15654","Billed Revenue"
"1644","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","0","16572957","15516","Collected Revenue"
"1645","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","16572957","15516","Billed Revenue"
"1646","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E  -  PROTECTIVE SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","21410154","21580784","15439","Billed Revenue"
"1647","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","63063856","63063856","15344","Billed Revenue"
"1648","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2023","189239820","231454031","15343","Collected Revenue"
"1649","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2023","189239820","189239820","15343","Billed Revenue"
"1650","Administration for Children's Services","Federal Grants and Contracts-Categorical","ADOPTION ASSISTANCE -  ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","1291074","1291074","15245","Collected Revenue"
"1651","Administration for Children's Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2023","2023","0","0","15215.04","Collected Unearned Revenue Roll"
"1652","Administration for Children's Services","Federal Grants and Contracts-Categorical","Guardianship Assistance","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","2920187","2920187","15000","Billed Revenue"
"1653","Administration for Children's Services","Federal Grants and Contracts-Categorical","Guardianship Assistance","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","2920187","2920187","15000","Collected Revenue"
"1654","Administration for Children's Services","Federal Grants and Contracts-Categorical","Guardianship Assistance","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","2920187","2920187","15000","Billed Revenue"
"1655","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2023","189239820","231454031","15000","Billed Revenue"
"1656","Administration for Children's Services","Federal Grants and Contracts-Categorical","FOSTER CARE TITLE IV-E","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","16048063","16048063","14561","Billed Revenue"
"1657","Administration for Children's Services","State Grants and Contracts-Categorical","ADOPTION","General Fund","STATE","SOCIAL SERVICES","2023","2024","80888116","80888116","14382","Collected Revenue"
"1658","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","63063856","63063856","14347","Billed Revenue"
"1659","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2023","189239820","231454031","14346","Collected Revenue"
"1660","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2023","189239820","231454031","14346","Billed Revenue"
"1661","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","63063856","59530743","14279","Billed Revenue"
"1662","Administration for Children's Services","State Grants and Contracts-Categorical","ADOPTION","General Fund","STATE","SOCIAL SERVICES","2023","2024","80888116","80888116","14187","Collected Revenue"
"1663","Administration for Children's Services","Federal Grants and Contracts-Categorical","Protecting Inmates and Safeguarding Communities Dis Gnt Prog","General Fund","FEDERAL - OTHER","JUSTICE","2023","2023","0","0","14000","Collected Unearned Revenue Roll"
"1664","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","63063856","59530743","13907","Billed Revenue"
"1665","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","0","16572957","13818","Collected Revenue"
"1666","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","16572957","13818","Billed Revenue"
"1667","Administration for Children's Services","State Grants and Contracts-Categorical","MEDICAID-HEALTH & MEDICAL CARE","General Fund","STATE","SOCIAL SERVICES","2023","2024","226841","226841","13694","Collected Revenue"
"1668","Administration for Children's Services","Federal Grants and Contracts-Categorical","SCHOOL LUNCH-PRISONS","General Fund","FEDERAL - OTHER","AGRICULTURE","2023","2023","348960","348960","13693","Collected Revenue"
"1669","Administration for Children's Services","Federal Grants and Contracts-Categorical","SCHOOL LUNCH-PRISONS","General Fund","FEDERAL - OTHER","AGRICULTURE","2023","2023","348960","348960","13693","Collected Unearned Revenue Roll"
"1670","Administration for Children's Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2023","2023","0","0","13693","Collected Unearned Revenue Roll"
"1671","Administration for Children's Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2023","2023","0","0","13531.98","Collected Unearned Revenue Roll"
"1672","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","361067169","390105544","13500","Collected Revenue"
"1673","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","361067169","422611472","13490","Collected Revenue"
"1674","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","361067169","422611472","13490","Billed Revenue"
"1675","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","361067169","390105544","13400","Collected Revenue"
"1676","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","361067169","390105544","13384","Collected Revenue"
"1677","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","16572957","13296","Collected Revenue"
"1678","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","0","13296","Billed Revenue"
"1679","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","63063856","59530743","13277","Billed Revenue"
"1680","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2023","189239820","231454031","13276","Billed Revenue"
"1681","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","16572957","13274","Collected Revenue"
"1682","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","0","13274","Billed Revenue"
"1683","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","63063856","63063856","13138","Billed Revenue"
"1684","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2024","189239820","231454031","13137","Collected Revenue"
"1685","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2023","189239820","231454031","13137","Billed Revenue"
"1686","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","125000000","125000000","13126","Collected Revenue"
"1687","Administration for Children's Services","MISCELLANEOUS","DAYCARE & SENIOR CENTERS","General Fund","CITY FUNDS","MISCELLANEOUS","2023","2023","3419000","3419000","13126","Collected Revenue"
"1688","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","63063856","59530743","13094","Billed Revenue"
"1689","Administration for Children's Services","State Grants and Contracts-Categorical","STATE PREVENTIVE SERVICES","General Fund","STATE","SOCIAL SERVICES","2023","2023","454852729","457110303","13020","Billed Revenue"
"1690","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2024","189239820","231454031","13000","Collected Revenue"
"1691","Administration for Children's Services","Federal Grants and Contracts-Categorical","Guardianship Assistance","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","2920187","2920187","13000","Collected Revenue"
"1692","Administration for Children's Services","Federal Grants and Contracts-Categorical","Guardianship Assistance","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","2920187","2920187","13000","Billed Revenue"
"1693","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2023","189239820","231454031","13000","Billed Revenue"
"1694","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","0","16572957","12801","Collected Revenue"
"1695","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","16572957","12801","Billed Revenue"
"1696","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","16572957","12615","Collected Revenue"
"1697","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","0","12615","Billed Revenue"
"1698","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","125000000","125000000","12580","Collected Revenue"
"1699","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","125000000","125000000","12580","Billed Revenue"
"1700","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","125000000","125000000","12557","Collected Revenue"
"1701","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","125000000","125000000","12557","Billed Revenue"
"1702","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2024","0","16572957","12500","Collected Revenue"
"1703","Administration for Children's Services","Federal Grants and Contracts-Categorical","TEMP.ASST NEEDY FAMILY 100%FED","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","0","16572957","12500","Billed Revenue"
"1704","Administration for Children's Services","Federal Grants and Contracts-Categorical","HOLDING ACCT UNALLOC FED RECPT","General Fund","FEDERAL - OTHER","HOLDING ACCT-UNDISTRIBUTD CASH","2023","2023","0","0","12426.93","Collected Unearned Revenue Roll"
"1705","Administration for Children's Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2023","2023","0","0","12362.22","Collected Unearned Revenue Roll"
"1706","Administration for Children's Services","State Grants and Contracts-Categorical","MEDICAL ASSISTANCE ADMINISTRAT","General Fund","STATE","SOCIAL SERVICES","2023","2024","4349271","4349271","12319","Collected Revenue"
"1707","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","63063856","59530743","12286","Billed Revenue"
"1708","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2024","189239820","231454031","12285","Collected Revenue"
"1709","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2023","189239820","231454031","12285","Billed Revenue"
"1710","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","63063856","59530743","12234","Billed Revenue"
"1711","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2023","189239820","231454031","12206","Collected Revenue"
"1712","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2023","189239820","189239820","12206","Billed Revenue"
"1713","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","63063856","63063856","12197","Billed Revenue"
"1714","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2024","189239820","231454031","12196","Collected Revenue"
"1715","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2023","189239820","231454031","12196","Billed Revenue"
"1716","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","63063856","59530743","12167","Billed Revenue"
"1717","Administration for Children's Services","State Grants and Contracts-Categorical","FOSTER CARE BLOCK GRANT","General Fund","STATE","SOCIAL SERVICES","2023","2023","189239820","231454031","12166","Billed Revenue"
"1718","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","125000000","125000000","12088","Collected Revenue"
"1719","Administration for Children's Services","Federal Grants and Contracts-Categorical","CHILD CARE & DEVEL.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","125000000","125000000","12088","Billed Revenue"
"1720","Administration for Children's Services","Federal Grants and Contracts-Categorical","HOLDING ACCT UNALLOC FED RECPT","General Fund","FEDERAL - OTHER","HOLDING ACCT-UNDISTRIBUTD CASH","2023","2023","0","0","12009.19","Collected Unearned Revenue Roll"
"1721","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","63063856","59530743","11998","Collected Revenue"
"1722","Administration for Children's Services","Federal Grants and Contracts-Categorical","TITLE IV-E -  FOSTER CARE ADMINISTRATION","General Fund","FEDERAL - OTHER","Health and Human Services","2023","2023","63063856","63063856","11998","Billed Revenue"
