"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"3114","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","3985476","4001459","1327031.5","Collected Revenue"
"3115","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","3985476","3985476","1327031.5","Billed Revenue"
"3116","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","3985476","4001459","1188975.86","Collected Revenue"
"3117","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","3985476","4001459","1188975.86","Billed Revenue"
"3118","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","21971011","25262085","1076143.91","Collected Revenue"
"3119","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","6783061","9376786","1023448.31","Collected Revenue"
"3120","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6783061","8336515","1023448.31","Billed Revenue"
"3121","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","6783061","9376786","900000","Billed Revenue"
"3122","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2014","2014","4083602","3466188","829750.41","Collected Revenue"
"3123","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2014","2014","4083602","4083602","829750.41","Billed Revenue"
"3124","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2015","18356704","18356704","710382.29","Collected Revenue"
"3125","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2014","18356704","18356704","710382.29","Billed Revenue"
"3126","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","3985476","3985476","699104.96","Collected Revenue"
"3127","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","3985476","3985476","699104.96","Billed Revenue"
"3128","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2014","2014","4083602","3466188","628367.01","Collected Revenue"
"3129","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2014","2014","6919608","6919608","628367.01","Collected Unearned Revenue Roll"
"3130","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2014","2014","4083602","3466188","628367.01","Billed Revenue"
"3131","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2014","2014","4083602","3466188","570084.19","Collected Revenue"
"3132","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2014","2014","4083602","3466188","570084.19","Billed Revenue"
"3133","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2014","2015","4083602","3466188","558039.07","Collected Revenue"
"3134","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2014","2014","4083602","3466188","558039.07","Billed Revenue"
"3135","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","3985476","3985476","545301.7","Collected Revenue"
"3136","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","3985476","3985476","545301.7","Billed Revenue"
"3137","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2014","2014","4083602","3466188","539072.16","Collected Revenue"
"3138","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2014","18356704","18356704","539072.16","Collected Unearned Revenue Roll"
"3139","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2014","2014","4083602","3466188","539072.16","Billed Revenue"
"3140","Department for the Aging","CHARGES FOR SERVICES","EDUCATION SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","555105","535105","Collected Revenue"
"3141","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","3985476","3985476","508713.42","Collected Unearned Revenue Roll"
"3142","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2014","2014","1684880","1617485","470165","Collected Revenue"
"3143","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2014","2014","1684880","1617485","470165","Billed Revenue"
"3144","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2014","2014","1684880","1617485","470165","Collected Unearned Revenue Roll"
"3145","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6783061","6783061","450979.41","Collected Unearned Revenue Roll"
"3146","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6783061","8336515","449334.16","Collected Revenue"
"3147","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6783061","6783061","449334.16","Billed Revenue"
"3148","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2014","2014","1684880","1684880","435510","Collected Unearned Revenue Roll"
"3149","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2014","2014","331628","331628","435510","Collected Unearned Revenue Roll"
"3150","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2014","2014","1684880","1655071","426805","Collected Revenue"
"3151","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2014","2014","1684880","1655071","426805","Collected Unearned Revenue Roll"
"3152","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2014","2014","1684880","1655071","426805","Billed Revenue"
"3153","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","17815049","18469187","419922.3","Collected Revenue"
"3154","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","17815049","18469187","419922.3","Billed Revenue"
"3155","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2014","2015","1684880","1655071","411051","Collected Revenue"
"3156","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2014","2014","1684880","1655071","411051","Billed Revenue"
"3157","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2014","2014","1684880","1655071","347050","Collected Revenue"
"3158","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2014","2014","1684880","1655071","347050","Collected Unearned Revenue Roll"
"3159","Department for the Aging","Federal Grants-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2014","2014","1684880","1655071","347050","Billed Revenue"
"3160","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2014","2015","4083602","3466188","340876.16","Collected Revenue"
"3161","Department for the Aging","Federal Grants-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2014","2014","4083602","3466188","340876.16","Billed Revenue"
"3162","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","6783061","9376786","288688.54","Collected Revenue"
"3163","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6783061","8336515","288688.54","Billed Revenue"
"3164","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2015","18356704","18211516","276948.67","Collected Revenue"
"3165","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2014","18356704","18211516","276948.67","Billed Revenue"
"3166","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2014","2015","331028","395804","251806.97","Collected Revenue"
"3167","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2014","2014","331028","331028","251806.97","Billed Revenue"
"3168","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","3985476","4001459","235490.99","Collected Revenue"
"3169","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","3985476","4001459","235490.99","Billed Revenue"
"3170","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","17815049","19971232","232283","Unbilled Revenue"
"3171","Department for the Aging","Federal Grants-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","667026","358549","215486.63","Collected Revenue"
"3172","Department for the Aging","Federal Grants-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","667026","1108549","215486.63","Billed Revenue"
"3173","Department for the Aging","Federal Grants-Categorical","OPERATION RESTORE TRUST GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","0","220771","208000","Collected Revenue"
"3174","Department for the Aging","Federal Grants-Categorical","OPERATION RESTORE TRUST GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","0","220771","208000","Collected Unearned Revenue Roll"
"3175","Department for the Aging","Federal Grants-Categorical","OPERATION RESTORE TRUST GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","0","220771","208000","Billed Revenue"
"3176","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","536231","537230","207693.56","Collected Revenue"
"3177","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","536231","553786","207693.56","Billed Revenue"
"3178","Department for the Aging","Federal Grants-Categorical","TITLE VII ELDER ABUSE PRVNTION","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","222872","308709","204851.59","Collected Revenue"
"3179","Department for the Aging","Federal Grants-Categorical","TITLE VII ELDER ABUSE PRVNTION","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","222872","308709","204851.59","Billed Revenue"
"3180","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2014","2015","6919608","7229942","201183.5","Collected Revenue"
"3181","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2014","2014","6919608","7229942","201183.5","Billed Revenue"
"3182","Department for the Aging","Federal Grants-Categorical","TITLE-E CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","3985476","4001459","197000","Unbilled Revenue"
"3183","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","17815049","18469187","187639.3","Unbilled Revenue"
"3184","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","21971011","25262085","184554","Collected Unearned Revenue Roll"
"3185","Department for the Aging","Federal Grants-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","667026","936527","169296.73","Collected Unearned Revenue Roll"
"3186","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6783061","9376786","168261","Unbilled Revenue"
"3187","Department for the Aging","CHARGES FOR SERVICES","EDUCATION SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","166763","166762.92","Collected Revenue"
"3188","Department for the Aging","Federal Grants-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","21971011","25262085","165440.58","Collected Revenue"
"3189","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","536231","537230","163476.4","Collected Unearned Revenue Roll"
"3190","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2014","2015","6919608","6919608","161229.91","Collected Revenue"
"3191","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2014","2014","6919608","6919608","161229.91","Billed Revenue"
"3192","Department for the Aging","Federal Grants-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","667026","936527","159456.62","Collected Unearned Revenue Roll"
"3193","Department for the Aging","CHARGES FOR SERVICES","EDUCATION SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","0","155188","155187.24","Collected Revenue"
"3194","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2014","2014","331028","331028","143997.03","Collected Revenue"
"3195","Department for the Aging","State Grants-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2014","2014","331028","331028","143997.03","Billed Revenue"
"3196","Department for the Aging","State Grants-Categorical","LONG TERM CARE OMBUDSMAN","General Fund","STATE","AGING","2014","2014","204838","227586","143728.51","Collected Revenue"
"3197","Department for the Aging","State Grants-Categorical","LONG TERM CARE OMBUDSMAN","General Fund","STATE","AGING","2014","2014","204838","227586","143728.51","Billed Revenue"
"3198","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2014","2014","6919608","6919608","142646.86","Collected Revenue"
"3199","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2014","2014","18356704","18356704","142646.86","Collected Unearned Revenue Roll"
"3200","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2014","2014","6919608","6919608","142646.86","Billed Revenue"
"3201","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","10288231","10889033","140013.61","Collected Revenue"
"3202","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","10288231","10889033","140013.61","Billed Revenue"
"3203","Department for the Aging","Federal Grants-Categorical","AGING TITLE IV & II DESCRETIONARY PGM","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","0","108828","133972","Collected Unearned Revenue Roll"
"3204","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","19656","1630456","124263.75","Collected Revenue"
"3205","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","19656","1458460","121522.5","Collected Revenue"
"3206","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","19656","635614","120262.5","Collected Revenue"
"3207","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","19656","895614","116606.25","Collected Revenue"
"3208","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","19656","522711","115278.75","Collected Revenue"
"3209","Department for the Aging","Federal Grants-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","10288231","11773637","112114","Unbilled Revenue"
"3210","Department for the Aging","Federal Grants-Categorical","AGING TITLE IV & II DESCRETIONARY PGM","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","0","108828","109281","Collected Revenue"
"3211","Department for the Aging","Federal Grants-Categorical","AGING TITLE IV & II DESCRETIONARY PGM","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","0","108828","109281","Billed Revenue"
"3212","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","536231","553786","108953.02","Collected Revenue"
"3213","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","536231","553786","108953.02","Billed Revenue"
"3214","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","19656","1129331","104366.25","Collected Revenue"
"3215","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2014","2014","1000000","1000000","104229.05","Collected Revenue"
"3216","Department for the Aging","Federal Grants-Categorical","TITLE VII ELDER ABUSE PRVNTION","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","222872","236745","103857.41","Collected Revenue"
"3217","Department for the Aging","Federal Grants-Categorical","TITLE VII ELDER ABUSE PRVNTION","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","222872","236745","103857.41","Billed Revenue"
"3218","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2014","2015","10509763","10758592","101766.78","Collected Revenue"
"3219","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2014","2014","10509763","10758592","101766.78","Billed Revenue"
"3220","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2014","2015","10509763","10758592","99239.55","Collected Revenue"
"3221","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2014","2014","10509763","10454101","99239.55","Billed Revenue"
"3222","Department for the Aging","State Grants-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2014","2014","284520","152288","97540.58","Collected Unearned Revenue Roll"
"3223","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2014","2014","341659","386332","96583","Collected Unearned Revenue Roll"
"3224","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2014","2014","341659","387066","96583","Collected Unearned Revenue Roll"
"3225","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2014","2014","6919608","6919608","96583","Collected Unearned Revenue Roll"
"3226","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","536231","525782","95329.22","Collected Revenue"
"3227","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","536231","537230","95329.22","Billed Revenue"
"3228","Department for the Aging","State Grants-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2014","2014","284520","152288","94141.49","Collected Revenue"
"3229","Department for the Aging","State Grants-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2014","2014","284520","152288","94141.49","Billed Revenue"
"3230","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2014","2014","341659","386332","92198.25","Collected Revenue"
"3231","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2014","2014","341659","386332","92198.25","Billed Revenue"
"3232","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2014","2014","341659","386332","91191.44","Collected Revenue"
"3233","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2014","2014","341659","387066","90105.1","Collected Revenue"
"3234","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2014","2014","1000000","1000000","85652.93","Collected Revenue"
"3235","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","17815049","18469187","84001.34","Collected Revenue"
"3236","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","17815049","18469187","84001.34","Billed Revenue"
"3237","Department for the Aging","State Grants-Categorical","LONG TERM CARE OMBUDSMAN","General Fund","STATE","AGING","2014","2014","204838","227586","83857.49","Collected Revenue"
"3238","Department for the Aging","State Grants-Categorical","LONG TERM CARE OMBUDSMAN","General Fund","STATE","AGING","2014","2014","204838","227586","83857.49","Collected Unearned Revenue Roll"
"3239","Department for the Aging","State Grants-Categorical","LONG TERM CARE OMBUDSMAN","General Fund","STATE","AGING","2014","2014","204838","227586","83857.49","Billed Revenue"
"3240","Department for the Aging","State Grants-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2014","2014","341659","387066","82519.89","Collected Revenue"
"3241","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2014","2014","1000000","1000000","80000","Collected Revenue"
"3242","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2014","2014","1000000","1000000","78793.4","Collected Revenue"
"3243","Department for the Aging","Federal Grants-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2014","2014","331628","331628","74551","Collected Unearned Revenue Roll"
"3244","Department for the Aging","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2014","2014","1000000","1000000","71703.12","Collected Revenue"
"3245","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","17815049","19971232","71188","Unbilled Revenue"
"3246","Department for the Aging","Federal Grants-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","667026","936527","69296.73","Collected Revenue"
"3247","Department for the Aging","Federal Grants-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","667026","936527","69296.73","Billed Revenue"
"3248","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","6783061","9376786","63617.48","Collected Revenue"
"3249","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","6783061","9376786","63617.48","Billed Revenue"
"3250","Department for the Aging","Federal Grants-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2015","6783061","9376786","63616.48","Unbilled Revenue"
"3251","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","536231","537230","57107.02","Collected Revenue"
"3252","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","536231","537230","57107.02","Billed Revenue"
"3253","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","17815049","17815049","55911.43","Collected Revenue"
"3254","Department for the Aging","Federal Grants-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","17815049","17815049","55911.43","Billed Revenue"
"3255","Department for the Aging","State Grants-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2014","2014","284520","152288","54747.42","Collected Unearned Revenue Roll"
"3256","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","19656","1629974","54652.5","Collected Revenue"
"3257","Department for the Aging","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2014","2014","19656","1629974","54000","Collected Revenue"
"3258","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","536231","537230","52694.3","Collected Revenue"
"3259","Department for the Aging","Federal Grants-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","536231","536231","52694.3","Billed Revenue"
"3260","Department for the Aging","Federal Grants-Categorical","OPERATION RESTORE TRUST GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","0","254219","50000","Collected Unearned Revenue Roll"
