"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"5141","Department of Homeless Services","Federal Grants-Categorical","TANF - ADMINISTRATIVE EXPENSES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","10854865","9854865","-466","Billed Revenue"
"5142","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2014","2014","0","0","-863.25","Collected Revenue"
"5143","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2013","2014","1","0","-1173","Billed Revenue"
"5144","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","250831502","250831502","-1674.2","Billed Revenue"
"5145","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2014","2014","0","0","-2363.75","Collected Revenue"
"5146","Department of Homeless Services","Federal Grants-Categorical","Veteran Affairs Homeless Providers and Per Diem Program","General Fund","FEDERAL - OTHER","Veterans Affairs","2013","2014","2500000","3200000","-2378.7","Billed Revenue"
"5147","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2013","2014","0","0","-3208","Collected Revenue"
"5148","Department of Homeless Services","Federal Grants-Categorical","Veteran Affairs Homeless Providers and Per Diem Program","General Fund","FEDERAL - OTHER","Veterans Affairs","2013","2014","2500000","3200000","-3248.76","Billed Revenue"
"5149","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2013","2014","1","0","-3334","Billed Revenue"
"5150","Department of Homeless Services","State Grants-Categorical","SAFETY-NET","General Fund","STATE","SOCIAL SERVICES","2013","2014","27480360","36976877","-3813.08","Billed Revenue"
"5151","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2014","2014","0","3822177","-4283","Billed Revenue"
"5152","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","210653963","268091467","-4389","Billed Revenue"
"5153","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2014","2014","0","3822177","-4680","Billed Revenue"
"5154","Department of Homeless Services","Federal Grants-Categorical","Veteran Affairs Homeless Providers and Per Diem Program","General Fund","FEDERAL - OTHER","Veterans Affairs","2013","2014","2500000","3200000","-4746.7","Billed Revenue"
"5155","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2013","2014","1","0","-5100","Billed Revenue"
"5156","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2014","2014","0","0","-5120","Billed Revenue"
"5157","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","6000000","24411416","-6132","Billed Revenue"
"5158","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","6000000","24411416","-6132","Unbilled Revenue"
"5159","Department of Homeless Services","State Grants-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2010","2014","0","0","-7593.17","Collected Unearned Revenue Roll"
"5160","Department of Homeless Services","Federal Grants-Categorical","TANF - FRINGE BENEFITS","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2014","8301630","8301630","-7618.9","Billed Revenue"
"5161","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2013","2014","1","0","-7870","Billed Revenue"
"5162","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2013","2014","1","0","-8547","Billed Revenue"
"5163","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2013","2014","1","0","-8610","Billed Revenue"
"5164","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2014","2014","0","3822177","-9569","Billed Revenue"
"5165","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2014","2014","0","914881","-9973.13","Billed Revenue"
"5166","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2014","2014","0","3822177","-10273","Billed Revenue"
"5167","Department of Homeless Services","Federal Grants-Categorical","TANF - ADMINISTRATIVE EXPENSES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","10854865","13396842","-10738","Billed Revenue"
"5168","Department of Homeless Services","Federal Grants-Categorical","TANF - ADMINISTRATIVE EXPENSES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","10854865","13396842","-10738","Unbilled Revenue"
"5169","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2014","2014","0","0","-12527","Billed Revenue"
"5170","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","210653963","268091467","-14071","Billed Revenue"
"5171","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2014","2014","0","0","-14074","Billed Revenue"
"5172","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","250831502","299915842","-15592.07","Billed Revenue"
"5173","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","250831502","250831502","-15707","Billed Revenue"
"5174","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6404359","24411416","-16311","Billed Revenue"
"5175","Department of Homeless Services","State Grants-Categorical","TEMP ASSIST FOR NEEDY FAMILIES","General Fund","STATE","SOCIAL SERVICES","2014","2014","0","0","-16401","Billed Revenue"
"5176","Department of Homeless Services","State Grants-Categorical","SAFETY-NET","General Fund","STATE","SOCIAL SERVICES","2012","2014","26846732","29040723","-17159","Billed Revenue"
"5177","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2014","2014","0","1301577","-17401","Collected Unearned Revenue Roll"
"5178","Department of Homeless Services","Federal Grants-Categorical","TANF - FRINGE BENEFITS","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2014","8301630","8301630","-17645.1","Billed Revenue"
"5179","Department of Homeless Services","State Grants-Categorical","SAFETY-NET","General Fund","STATE","SOCIAL SERVICES","2014","2014","32790173","27360177","-17999.56","Billed Revenue"
"5180","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2014","2014","0","1301577","-18720","Collected Unearned Revenue Roll"
"5181","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2014","3000000","4500000","-19588","Billed Revenue"
"5182","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2014","2014","0","1301577","-20151","Collected Unearned Revenue Roll"
"5183","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","250831502","250831502","-22926","Billed Revenue"
"5184","Department of Homeless Services","State Grants-Categorical","SAFETY-NET","General Fund","STATE","SOCIAL SERVICES","2013","2014","27480360","36976877","-24472.92","Billed Revenue"
"5185","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","250831502","250831502","-25729.52","Billed Revenue"
"5186","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","210653963","268091467","-25994","Billed Revenue"
"5187","Department of Homeless Services","State Grants-Categorical","SAFETY-NET","General Fund","STATE","SOCIAL SERVICES","2014","2014","32790173","27360177","-25996","Billed Revenue"
"5188","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","250831502","250831502","-26144","Billed Revenue"
"5189","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","250831502","250831502","-27344","Billed Revenue"
"5190","Department of Homeless Services","State Grants-Categorical","SAFETY-NET","General Fund","STATE","SOCIAL SERVICES","2014","2014","32790173","32790173","-27609","Billed Revenue"
"5191","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","250831502","299915842","-27637","Billed Revenue"
"5192","Department of Homeless Services","State Grants-Categorical","SAFETY-NET","General Fund","STATE","SOCIAL SERVICES","2013","2014","27480360","36976877","-27859","Billed Revenue"
"5193","Department of Homeless Services","State Grants-Categorical","SAFETY-NET","General Fund","STATE","SOCIAL SERVICES","2013","2014","27480360","36976877","-27859","Unbilled Revenue"
"5194","Department of Homeless Services","State Grants-Categorical","SAFETY-NET","General Fund","STATE","SOCIAL SERVICES","2014","2014","32790173","27360177","-29917.25","Billed Revenue"
"5195","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","250831502","308639548","-30106","Billed Revenue"
"5196","Department of Homeless Services","State Grants-Categorical","SAFETY-NET","General Fund","STATE","SOCIAL SERVICES","2014","2014","32790173","29490193","-31732","Billed Revenue"
"5197","Department of Homeless Services","State Grants-Categorical","SAFETY-NET","General Fund","STATE","SOCIAL SERVICES","2014","2014","32790173","32790173","-32160","Billed Revenue"
"5198","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","210653963","268091467","-33392","Billed Revenue"
"5199","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2013","2014","0","1509502","-33562.86","Billed Revenue"
"5200","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2013","2014","0","1509502","-33562.86","Unbilled Revenue"
"5201","Department of Homeless Services","Federal Grants-Categorical","TANF - FRINGE BENEFITS","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2014","8301630","8301630","-38739","Billed Revenue"
"5202","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2006","2014","","","-39867","Billed Revenue"
"5203","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2010","2014","3000000","3000000","-40123","Billed Revenue"
"5204","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2014","2014","0","0","-40240","Collected Revenue"
"5205","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2014","2014","0","0","-40240","Collected Revenue"
"5206","Department of Homeless Services","State Grants-Categorical","SAFETY-NET","General Fund","STATE","SOCIAL SERVICES","2014","2014","32790173","29490193","-40551","Billed Revenue"
"5207","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2014","2014","0","0","-41478","Collected Revenue"
"5208","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2014","2014","0","0","-41478","Collected Revenue"
"5209","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6404359","24411416","-42135","Billed Revenue"
"5210","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","6000000","24411416","-44631","Billed Revenue"
"5211","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","6000000","24411416","-44631","Unbilled Revenue"
"5212","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2014","2014","0","1301577","-48310","Collected Unearned Revenue Roll"
"5213","Department of Homeless Services","State Grants-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2014","2014","0","0","-48650","Collected Unearned Revenue Roll"
"5214","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","41265198","46836981","-48650","Billed Revenue"
"5215","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2014","2014","0","1301577","-50831.07","Collected Unearned Revenue Roll"
"5216","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","41265198","46836981","-51433","Billed Revenue"
"5217","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2014","2014","0","0","-54806","Collected Revenue"
"5218","Department of Homeless Services","MISCELLANEOUS","SUNDRIES","General Fund","CITY FUNDS","MISCELLANEOUS","2014","2014","0","0","-54806","Collected Revenue"
"5219","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","210653963","268091467","-58037","Billed Revenue"
"5220","Department of Homeless Services","Federal Grants-Categorical","TANF - ADMINISTRATIVE EXPENSES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","10854865","13396842","-60092","Billed Revenue"
"5221","Department of Homeless Services","Federal Grants-Categorical","TANF - ADMINISTRATIVE EXPENSES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","10854865","13396842","-60092","Unbilled Revenue"
"5222","Department of Homeless Services","Federal Grants-Categorical","TANF - ADMINISTRATIVE EXPENSES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","8558049","9558049","-69590","Billed Revenue"
"5223","Department of Homeless Services","State Grants-Categorical","STATE DOSS FRINGE BENEFITS","General Fund","STATE","SOCIAL SERVICES","2012","2014","667252","667252","-70880","Billed Revenue"
"5224","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","41265198","41265198","-73580.52","Billed Revenue"
"5225","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2014","2014","0","1301577","-75021","Collected Unearned Revenue Roll"
"5226","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2014","2014","0","1301577","-75719","Collected Unearned Revenue Roll"
"5227","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","6000000","24411416","-77701","Billed Revenue"
"5228","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","6000000","24411416","-77701","Unbilled Revenue"
"5229","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2014","2014","0","1301577","-78527","Collected Unearned Revenue Roll"
"5230","Department of Homeless Services","State Grants-Categorical","SAFETY-NET","General Fund","STATE","SOCIAL SERVICES","2013","2014","27480360","36976877","-79089.92","Billed Revenue"
"5231","Department of Homeless Services","State Grants-Categorical","STATE DOSS FRINGE BENEFITS","General Fund","STATE","SOCIAL SERVICES","2013","2014","667252","667252","-79319","Billed Revenue"
"5232","Department of Homeless Services","State Grants-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2011","2014","0","0","-82903","Collected Unearned Revenue Roll"
"5233","Department of Homeless Services","State Grants-Categorical","SOCIAL INTEGRATION SERVICES","General Fund","STATE","SOCIAL SERVICES","2014","2014","0","2255647","-83874","Billed Revenue"
"5234","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","0","0","-86747.08","Billed Revenue"
"5235","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","41265198","46836981","-89968","Billed Revenue"
"5236","Department of Homeless Services","State Grants-Categorical","SAFETY-NET","General Fund","STATE","SOCIAL SERVICES","2013","2014","27480360","36976877","-92116","Billed Revenue"
"5237","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","0","0","-95712.39","Billed Revenue"
"5238","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","6000000","24411416","-95910","Billed Revenue"
"5239","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","6000000","24411416","-95910","Unbilled Revenue"
"5240","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2009","2014","","","-99456","Billed Revenue"
"5241","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","6000000","24411416","-99900","Billed Revenue"
"5242","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","6000000","24411416","-99900","Unbilled Revenue"
"5243","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","41265198","46836981","-100850","Billed Revenue"
"5244","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2013","2014","0","1509502","-103138.63","Unbilled Revenue"
"5245","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2013","2014","0","1509502","-103138.63","Billed Revenue"
"5246","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2012","2014","204065507","230974888","-105253","Billed Revenue"
"5247","Department of Homeless Services","State Grants-Categorical","STATE DOSS FRINGE BENEFITS","General Fund","STATE","SOCIAL SERVICES","2014","2014","667252","667252","-107228.75","Billed Revenue"
"5248","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2014","3000000","4500000","-109030","Billed Revenue"
"5249","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2014","3000000","4500000","-109031","Billed Revenue"
"5250","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2014","3000000","4500000","-110255","Billed Revenue"
"5251","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2014","3000000","4500000","-110255","Billed Revenue"
"5252","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2013","2014","0","1509502","-116328.37","Billed Revenue"
"5253","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2013","2014","0","1509502","-116328.37","Unbilled Revenue"
"5254","Department of Homeless Services","State Grants-Categorical","STATE DOSS FRINGE BENEFITS","General Fund","STATE","SOCIAL SERVICES","2014","2014","667252","667252","-117100.23","Billed Revenue"
"5255","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","6000000","24411416","-123374","Billed Revenue"
"5256","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","6000000","24411416","-123374","Unbilled Revenue"
"5257","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2011","2014","0","1009489","-131500","Collected Unearned Revenue Roll"
"5258","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2013","2014","0","1509502","-131500","Billed Revenue"
"5259","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2013","2014","0","1509502","-131500","Unbilled Revenue"
"5260","Department of Homeless Services","State Grants-Categorical","STATE DOSS FRINGE BENEFITS","General Fund","STATE","SOCIAL SERVICES","2013","2014","667252","667252","-143179","Billed Revenue"
"5261","Department of Homeless Services","Federal Grants-Categorical","TANF - FRINGE BENEFITS","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2014","8301630","8301630","-147550","Billed Revenue"
"5262","Department of Homeless Services","Federal Grants-Categorical","TANF - FRINGE BENEFITS","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","8301630","8705240","-152256","Billed Revenue"
"5263","Department of Homeless Services","Federal Grants-Categorical","TANF - FRINGE BENEFITS","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","8301630","8705240","-152256","Unbilled Revenue"
"5264","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","HEALTH AND HUMAN SERVICES","2007","2014","","","-153962","Billed Revenue"
"5265","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2014","3000000","4500000","-160062","Billed Revenue"
"5266","Department of Homeless Services","Federal Grants-Categorical","SUPPORTIVE HOUSING PROGRAM","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2014","2014","0","1301577","-162839.97","Billed Revenue"
"5267","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","0","0","-169837","Billed Revenue"
"5268","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2011","2014","3000000","4500000","-171015","Billed Revenue"
"5269","Department of Homeless Services","State Grants-Categorical","STATE DOSS FRINGE BENEFITS","General Fund","STATE","SOCIAL SERVICES","2013","2014","667252","667252","-175166","Unbilled Revenue"
"5270","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","41265198","46836981","-176407","Billed Revenue"
"5271","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","41265198","46836981","-177016","Billed Revenue"
"5272","Department of Homeless Services","Federal Grants-Categorical","TANF - FRINGE BENEFITS","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","8271630","1199847","-177016","Billed Revenue"
"5273","Department of Homeless Services","Federal Grants-Categorical","TANF - ADMINISTRATIVE EXPENSES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","8141243","5599266","-181022.92","Billed Revenue"
"5274","Department of Homeless Services","Federal Grants-Categorical","Veteran Affairs Homeless Providers and Per Diem Program","General Fund","FEDERAL - OTHER","Veterans Affairs","2014","2014","3447000","3447000","-181385.1","Billed Revenue"
"5275","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","6404359","28073041","-182322","Billed Revenue"
"5276","Department of Homeless Services","Federal Grants-Categorical","TANF - ADMINISTRATIVE EXPENSES","General Fund","FEDERAL - OTHER","Health and Human Services","2014","2014","8558049","9558049","-188752","Billed Revenue"
"5277","Department of Homeless Services","Federal Grants-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","0","0","-191346","Billed Revenue"
"5278","Department of Homeless Services","Federal Grants-Categorical","TANF--EMERGENCY ASSISTANCE","General Fund","FEDERAL - OTHER","Health and Human Services","2013","2014","6000000","24411416","-193496","Billed Revenue"
"5279","Department of Homeless Services","Federal Grants-Categorical","Veteran Affairs Homeless Providers and Per Diem Program","General Fund","FEDERAL - OTHER","Veterans Affairs","2014","2014","3447000","3447000","-206273.7","Billed Revenue"
